"2017年09月20日","438,642","436,101","452,873","406,024","0.58"
"2016年11月28日","81,477","82,249","82,898","80,161","-0.94"
"2016年11月27日","82,249","82,425","83,192","81,684","-0.21"
"2016年11月26日","82,425","82,873","83,445","82,148","-0.54"
"2016年11月25日","82,873","82,960","84,252","80,161","-0.10"
"2016年11月24日","82,960","81,664","84,036","81,620","1.59"
"2016年11月23日","81,664","82,584","83,801","79,491","-1.11"
"2016年11月22日","82,584","81,192","83,129","78,639","1.71"
"2016年11月21日","81,192","79,437","81,797","79,119","2.21"
"2016年11月20日","79,437","82,878","82,878","78,203","-4.15"
"2016年11月19日","82,878","82,791","82,977","80,400","0.10"
"2016年11月18日","82,791","80,039","82,878","78,011","3.44"
"2016年11月17日","80,039","78,894","81,456","76,800","1.45"
"2016年11月16日","78,894","77,887","81,001","76,555","1.29"
"2016年11月15日","77,887","75,497","77,938","75,309","3.17"
"2016年11月14日","75,497","75,261","77,074","73,860","0.31"
"2016年11月13日","75,261","76,024","77,489","73,431","-1.00"
"2016年11月12日","76,024","75,844","77,480","75,487","0.24"
"2016年11月11日","75,844","75,416","77,766","75,110","0.57"
"2016年11月10日","75,416","74,983","78,171","74,151","0.58"
"2016年11月09日","74,983","73,043","78,250","71,477","0.27"
"2016年11月08日","74,778","72,665","75,039","70,687","2.91"
"2016年11月07日","72,665","73,235","73,898","67,554","-0.78"
"2016年11月06日","73,235","72,379","73,731","68,000","1.18"
"2016年11月05日","72,379","72,427","73,934","70,399","-0.07"
"2016年11月04日","72,427","76,000","76,913","68,000","-4.70"
"2016年11月03日","76,000","76,089","77,487","71,121","-0.12"
"2016年11月02日","76,089","70,473","76,089","70,045","7.97"
"2016年11月01日","70,473","72,099","75,539","70,440","-2.26"
"2016年10月31日","72,099","75,624","76,052","70,835","-4.66"
"2016年10月30日","75,624","74,966","76,079","71,278","0.88"
"2016年10月29日","74,966","70,904","74,993","69,809","5.73"
"2016年10月28日","70,904","71,439","73,536","69,210","-0.75"
"2016年10月27日","71,439","69,829","71,895","67,687","2.31"
"2016年10月26日","69,829","67,668","70,012","63,632","3.19"
"2016年10月25日","67,668","66,643","68,836","66,611","1.54"
"2016年10月24日","66,643","67,504","67,758","65,610","-1.27"
"2016年10月23日","67,504","66,033","67,515","65,367","2.23"
"2016年10月22日","66,033","65,351","67,279","64,294","1.04"
"2016年10月21日","65,351","63,890","66,733","63,778","2.29"
"2016年10月20日","63,890","64,817","66,594","63,868","-1.43"
"2016年10月19日","64,817","65,962","69,355","64,032","-1.73"
"2016年10月18日","65,962","65,641","66,818","65,507","0.49"
"2016年10月17日","65,641","66,281","66,963","65,610","-0.97"
"2016年10月16日","66,281","65,711","68,000","65,691","0.87"
"2016年10月15日","65,711","65,591","68,000","61,621","0.18"
"2016年10月14日","65,591","64,110","66,607","61,621","2.31"
"2016年10月13日","64,110","64,826","66,041","63,935","-1.11"
"2016年10月12日","64,827","62,881","65,941","62,690","3.09"
"2016年10月11日","62,881","60,373","64,719","60,256","4.15"
"2016年10月10日","60,373","59,880","61,500","59,800","0.82"
"2016年10月09日","59,880","60,715","61,960","59,874","-1.38"
"2016年10月08日","60,715","62,467","62,742","59,562","-2.80"
"2016年10月07日","62,467","57,732","63,220","57,613","8.20"
"2016年10月06日","57,732","61,091","62,999","56,624","-5.50"
"2016年10月05日","61,091","57,448","62,460","57,385","6.34"
"2016年10月04日","57,448","61,022","62,274","57,425","-5.86"
"2016年10月03日","61,022","59,504","61,813","59,387","2.55"
"2016年10月02日","59,504","61,793","61,812","59,414","-3.71"
"2016年10月01日","61,793","59,446","62,054","59,446","3.95"
"2016年09月30日","59,446","61,253","61,875","59,158","-2.95"
"2016年09月29日","61,253","60,487","61,925","59,431","1.27"
"2016年09月28日","60,487","60,363","60,704","59,037","0.21"
"2016年09月27日","60,363","60,032","61,163","58,704","0.55"
"2016年09月26日","60,032","59,146","60,761","58,488","1.50"
"2016年09月25日","59,146","60,055","60,842","58,738","-1.51"
"2016年09月24日","60,055","59,037","60,598","58,578","1.72"
"2016年09月23日","59,037","58,661","62,266","58,396","0.64"
"2016年09月22日","58,661","58,518","62,166","58,096","0.24"
"2016年09月21日","58,518","59,834","62,111","58,172","-2.20"
"2016年09月20日","59,834","61,480","64,782","59,720","-2.68"
"2016年09月19日","61,480","60,500","62,508","59,065","1.62"
"2016年09月18日","60,500","62,119","62,183","60,045","-2.61"
"2016年09月17日","62,119","61,373","62,492","60,024","1.22"
"2016年09月16日","61,373","61,575","62,952","60,566","-0.33"
"2016年09月15日","61,575","62,867","63,483","60,698","-2.06"
"2016年09月14日","62,867","61,074","63,303","60,204","2.94"
"2016年09月13日","61,074","62,091","63,481","59,122","-1.64"
"2016年09月12日","62,091","60,276","63,206","59,029","3.01"
"2016年09月11日","60,276","62,087","63,465","60,238","-2.92"
"2016年09月10日","62,087","62,794","63,639","61,686","-1.13"
"2016年09月09日","62,794","63,413","65,640","61,602","-1.67"
"2016年09月08日","63,862","62,213","65,397","60,277","2.65"
"2016年09月07日","62,213","59,406","63,106","58,768","4.73"
"2016年09月06日","59,406","61,213","62,972","59,377","-2.95"
"2016年09月05日","61,213","61,354","62,899","59,912","-0.23"
"2016年09月04日","61,354","61,472","61,895","59,673","-0.19"
"2016年09月03日","61,472","59,584","61,607","57,829","3.17"
"2016年09月02日","59,584","57,695","59,837","55,174","3.27"
"2016年09月01日","57,695","57,494","59,703","57,442","0.35"
"2016年08月31日","57,494","58,318","59,664","57,330","-1.41"
"2016年08月30日","58,318","57,453","59,323","57,015","-1.91"
"2016年08月08日","59,452","59,229","59,468","56,388","0.38"
"2016年08月07日","59,229","56,609","59,423","55,525","4.63"
"2016年08月06日","56,609","55,979","58,512","55,323","1.12"
"2016年08月05日","55,979","58,002","58,002","54,090","-3.49"
"2016年08月04日","58,002","57,167","58,163","53,556","4.46"
"2016年08月03日","55,527","55,731","61,680","48,646","-0.36"
"2016年08月02日","55,731","61,963","64,234","48,675","-10.06"
"2016年08月01日","61,963","64,787","67,298","61,963","-3.10"
"2016年07月31日","63,947","66,686","67,195","63,936","-4.11"
"2016年07月30日","66,686","67,558","67,558","66,306","-1.29"
"2016年07月29日","67,558","67,975","68,314","66,638","-1.63"
"2016年07月27日","68,681","65,486","69,083","65,465","4.88"
"2016年07月26日","65,486","68,016","70,013","65,486","-3.72"
"2016年07月25日","68,016","70,478","70,478","68,016","-3.49"
"2016年07月24日","70,478","68,996","70,478","68,369","2.15"
"2016年07月23日","68,996","69,007","70,703","68,489","-0.02"
"2016年07月22日","69,007","70,099","70,835","69,005","-1.56"
"2016年07月21日","70,099","69,688","71,795","68,868","0.59"
"2016年07月20日","69,688","70,771","72,022","69,429","-1.53"
"2016年07月19日","70,771","71,746","72,065","69,558","-1.36"
"2016年07月18日","71,746","70,325","72,085","68,564","2.03"
"2016年07月17日","70,322","68,778","71,523","67,919","2.24"
"2016年07月16日","68,778","69,309","70,390","68,027","-0.77"
"2016年07月15日","69,309","68,954","70,890","67,439","0.51"
"2016年07月14日","68,954","67,183","70,656","65,697","2.64"
"2016年07月13日","67,183","69,049","70,481","64,493","-2.70"
"2016年07月12日","69,049","66,176","70,375","64,924","4.34"
"2016年07月11日","66,176","64,375","67,277","64,295","2.80"
"2016年07月10日","64,375","65,127","67,666","63,833","-1.15"
"2016年07月09日","65,127","68,062","68,062","63,848","-4.31"
"2016年07月08日","68,062","63,645","68,072","63,309","6.94"
"2016年07月07日","63,645","67,788","68,855","62,859","-6.11"
"2016年07月06日","67,788","67,339","70,421","66,157","0.67"
"2016年07月05日","67,339","69,840","69,920","66,491","-3.58"
"2016年07月04日","69,840","68,321","70,616","66,390","2.22"
"2016年07月03日","68,321","71,378","71,643","66,162","-4.28"
"2016年07月02日","71,378","69,174","71,385","66,665","3.19"
"2016年07月01日","69,174","67,141","69,656","64,711","3.03"
"2016年06月30日","67,141","65,214","69,698","63,896","2.95"
"2016年06月29日","65,214","66,643","72,565","63,436","-2.14"
"2016年06月28日","66,643","66,360","68,169","63,325","0.43"
"2016年06月27日","66,360","68,272","68,272","63,114","-2.80"
"2016年06月26日","68,272","68,272","68,272","68,272","0.00"
"2016年06月25日","68,272","68,559","68,559","68,272","-0.42"
"2016年06月24日","68,559","65,776","69,099","56,213","4.23"
"2016年06月23日","65,776","62,411","71,073","57,230","5.39"
"2016年06月22日","62,411","69,220","76,535","60,374","-9.84"
"2016年06月21日","69,220","78,986","79,985","67,700","-12.36"
"2016年06月20日","78,986","80,095","80,250","76,723","-1.38"
"2016年06月19日","80,095","79,019","81,073","76,164","1.36"
"2016年06月18日","79,019","78,685","81,725","75,304","0.43"
"2016年06月17日","78,685","80,723","81,068","74,158","-2.53"
"2016年06月16日","80,723","73,274","80,723","70,090","10.17"
"2016年06月15日","73,274","72,693","76,797","70,559","0.80"
"2016年06月14日","72,693","74,594","78,735","70,413","-2.55"
"2016年06月13日","74,594","70,052","76,735","64,164","6.48"
"2016年06月12日","70,052","64,940","72,986","60,200","7.80"
"2016年06月11日","64,984","61,991","65,806","60,904","4.83"
"2016年06月10日","61,991","60,553","62,425","60,037","2.38"
"2016年06月09日","60,553","60,678","62,687","59,827","-0.21"
"2016年06月08日","60,678","61,130","63,557","59,889","-0.74"
"2016年06月07日","61,130","62,134","64,740","59,943","-1.62"
"2016年06月06日","62,134","57,676","63,508","57,359","7.73"
"2016年06月05日","57,676","61,303","62,516","57,425","-5.92"
"2016年06月04日","61,303","58,548","62,516","56,489","4.70"
"2016年06月03日","58,548","56,772","61,237","55,846","3.13"
"2016年06月02日","56,772","58,216","60,791","55,417","-2.48"
"2016年06月01日","58,216","58,110","60,424","57,323","0.18"
"2016年05月31日","58,110","58,528","63,696","57,509","-0.71"
"2016年05月30日","58,528","58,258","63,688","50,800","0.46"
"2016年05月29日","58,258","53,765","61,355","47,679","8.36"
"2016年05月28日","53,765","50,764","54,497","47,642","3.45"
"2016年05月27日","51,970","45,964","53,885","44,493","13.07"
"2016年05月26日","45,964","46,296","49,642","44,366","-0.72"
"2016年05月25日","46,296","49,227","49,607","46,289","-5.95"
"2016年05月24日","49,227","48,016","49,227","46,973","2.52"
"2016年05月23日","48,016","48,047","48,366","45,951","-0.06"
"2016年05月22日","48,047","49,057","50,517","46,203","-2.06"
"2016年05月21日","49,057","47,767","49,057","47,762","2.70"
"2016年05月20日","47,767","47,965","50,056","47,227","-0.41"
"2016年05月19日","47,965","49,317","49,986","47,965","-2.74"
"2016年05月18日","49,317","49,110","50,019","48,660","0.42"
"2016年05月17日","49,110","49,160","50,171","48,656","-0.10"
"2016年05月16日","49,160","47,772","49,582","47,772","2.91"
"2016年05月15日","47,772","48,910","49,828","47,466","-2.33"
"2016年05月14日","48,910","49,449","49,453","48,054","-1.09"
"2016年05月13日","49,449","47,623","49,584","47,499","3.83"
"2016年05月12日","47,623","49,292","51,210","47,183","-3.39"
"2016年05月11日","49,292","49,830","51,721","47,268","-1.08"
"2016年05月10日","49,830","49,347","52,522","48,400","0.98"
"2016年05月09日","49,347","44,494","51,472","44,494","10.91"
"2016年05月08日","44,494","49,845","50,691","44,468","-10.74"
"2016年05月07日","49,845","49,192","51,219","46,188","1.33"
"2016年05月06日","49,192","48,137","49,632","47,405","2.19"
"2016年05月05日","48,137","47,824","49,651","46,393","0.66"
"2016年05月04日","47,824","47,504","49,179","46,180","0.67"
"2016年05月03日","47,504","47,159","49,261","45,423","0.73"
"2016年05月02日","47,159","47,618","49,339","45,671","-0.96"
"2016年05月01日","47,618","48,115","48,272","46,735","-1.03"
"2016年04月30日","48,115","48,099","48,676","46,116","0.03"
"2016年04月29日","48,099","48,604","50,675","46,397","-1.04"
"2016年04月28日","48,604","49,020","52,352","46,080","-0.85"
"2016年04月27日","49,020","51,683","52,229","48,235","-5.15"
"2016年04月26日","51,683","49,029","52,709","48,361","5.41"
"2016年04月25日","49,029","51,588","52,903","49,025","-4.96"
"2016年04月24日","51,588","49,804","51,588","49,293","3.58"
"2016年04月23日","49,804","49,895","50,361","48,283","-0.18"
"2016年04月22日","49,895","50,656","50,920","45,149","-1.50"
"2016年04月21日","50,656","47,402","50,670","45,399","6.87"
"2016年04月20日","47,402","46,691","49,470","45,854","1.52"
"2016年04月19日","46,691","46,450","48,495","46,084","0.52"
"2016年04月18日","46,450","46,279","48,396","45,340","0.37"
"2016年04月17日","46,279","46,874","48,109","46,180","-1.27"
"2016年04月16日","46,874","46,406","48,462","43,997","1.01"
"2016年04月15日","46,406","45,801","48,316","44,786","1.32"
"2016年04月14日","45,801","44,974","48,307","44,974","1.84"
"2016年04月13日","44,974","0","50,823","0","0.00"
"2016年04月12日","0","45,563","50,212","0","-100.00"
"2016年04月11日","45,563","45,522","49,541","45,020","0.09"
"2016年04月10日","45,522","45,113","50,314","44,751","0.91"
"2016年04月09日","45,113","45,534","48,198","44,645","-0.92"
"2016年04月08日","45,534","46,882","48,311","44,991","-2.88"
"2016年04月07日","46,882","46,856","48,776","45,262","0.05"
"2016年04月06日","46,856","46,419","49,229","45,739","0.94"
"2016年04月05日","46,419","44,808","49,470","44,272","3.59"
"2016年04月04日","44,808","46,919","48,818","44,490","-4.50"
"2016年04月03日","46,919","48,070","48,305","46,213","-2.39"
"2016年04月02日","48,070","47,748","48,707","46,136","0.67"
"2016年04月01日","47,748","46,484","49,044","46,139","2.72"
"2016年03月31日","46,484","46,847","49,277","45,741","-0.78"
"2016年03月30日","46,847","46,735","50,027","45,898","0.24"
"2016年03月29日","46,735","47,617","50,936","46,154","-1.85"
"2016年03月28日","47,617","48,148","50,825","46,367","-1.10"
"2016年03月27日","48,148","46,669","49,400","46,346","3.17"
"2016年03月26日","46,669","46,886","49,348","46,614","-0.46"
"2016年03月25日","46,886","46,482","49,624","46,094","0.87"
"2016年03月24日","46,482","46,995","49,367","45,390","-1.09"
"2016年03月23日","46,995","47,744","49,408","43,904","-1.57"
"2016年03月22日","47,744","46,975","49,460","43,762","1.64"
"2016年03月21日","46,975","45,849","48,004","44,650","2.46"
"2016年03月20日","45,849","45,275","48,249","45,166","1.27"
"2016年03月19日","45,275","45,542","49,148","45,145","-0.59"
"2016年03月18日","45,542","47,034","49,166","45,327","-3.17"
"2016年03月17日","47,034","46,553","49,588","45,902","1.03"
"2016年03月16日","46,553","47,939","49,940","46,473","-2.89"
"2016年03月15日","47,939","46,868","50,070","46,489","2.29"
"2016年03月14日","46,868","47,497","50,133","46,075","-1.32"
"2016年03月13日","47,497","47,062","49,701","46,348","0.92"
"2016年03月12日","47,062","47,411","50,690","46,006","-0.74"
"2016年03月11日","47,411","45,648","50,581","45,556","3.86"
"2016年03月10日","45,648","47,749","49,072","45,451","-4.40"
"2016年03月09日","47,749","46,219","48,880","45,690","3.31"
"2016年03月08日","46,219","46,347","49,020","45,386","-0.28"
"2016年03月07日","46,347","45,941","47,238","45,452","0.88"
"2016年03月06日","45,941","45,283","47,958","44,604","1.46"
"2016年03月05日","45,283","46,890","48,662","44,354","-3.43"
"2016年03月04日","46,890","46,623","48,701","46,620","0.57"
"2016年03月03日","46,623","47,986","51,837","46,623","-2.84"
"2016年03月02日","47,986","48,970","52,502","47,697","-2.01"
"2016年03月01日","48,970","49,612","52,536","47,872","-1.29"
"2016年02月29日","49,612","49,261","52,286","47,700","0.71"
"2016年02月28日","49,261","48,471","52,100","47,438","1.63"
"2016年02月27日","48,471","48,881","51,990","47,582","-0.84"
"2016年02月26日","48,881","47,850","51,024","46,612","2.16"
"2016年02月25日","47,850","47,251","50,622","46,447","1.27"
"2016年02月24日","47,251","46,590","51,420","45,993","1.42"
"2016年02月23日","46,590","49,101","51,915","44,093","-5.12"
"2016年02月22日","49,101","48,758","51,709","44,261","0.70"
"2016年02月21日","48,758","49,082","52,503","45,267","-0.66"
"2016年02月20日","49,082","47,164","50,215","46,743","4.07"
"2016年02月19日","47,164","47,070","54,962","46,806","0.20"
"2016年02月18日","47,070","47,248","55,296","46,957","-0.38"
"2016年02月17日","47,248","46,907","51,294","45,624","0.73"
"2016年02月16日","46,907","45,709","52,614","44,683","2.62"
"2016年02月15日","45,709","45,356","50,453","43,944","0.78"
"2016年02月14日","45,356","43,892","45,356","42,983","3.34"
"2016年02月13日","43,892","42,968","44,022","41,969","2.15"
"2016年02月12日","42,968","42,431","43,308","41,159","1.26"
"2016年02月11日","42,431","43,135","44,013","40,143","-1.63"
"2016年02月10日","43,135","43,051","44,649","42,128","0.20"
"2016年02月09日","43,051","42,816","44,866","42,511","0.55"
"2016年02月08日","42,816","43,472","44,382","42,798","-1.51"
"2016年02月07日","43,472","43,585","46,377","43,088","-0.26"
"2016年02月06日","43,585","44,929","46,587","40,271","-2.99"
"2016年02月05日","44,929","46,953","48,077","43,472","-4.31"
"2016年02月04日","46,953","42,800","47,963","42,140","9.70"
"2016年02月03日","42,800","43,289","46,812","41,732","-1.13"
"2016年02月02日","43,289","45,385","49,443","40,068","-4.62"
"2016年02月01日","45,385","44,144","49,608","44,135","2.81"
"2016年01月31日","44,144","46,694","47,889","44,144","-5.46"
"2016年01月30日","46,694","45,248","47,827","45,061","3.20"
"2016年01月29日","45,248","44,839","52,944","42,805","0.91"
"2016年01月28日","44,839","46,729","52,581","44,618","-4.04"
"2016年01月27日","46,729","46,351","50,997","45,319","0.82"
"2016年01月26日","46,351","44,882","50,701","43,150","3.27"
"2016年01月25日","44,882","47,102","49,855","43,277","-4.71"
"2016年01月24日","47,101","45,292","49,435","43,744","4.92"
"2016年01月23日","44,893","45,175","48,768","44,723","-0.62"
"2016年01月22日","45,175","50,980","50,980","44,678","-11.39"
"2016年01月21日","50,980","49,500","51,057","44,438","2.99"
"2016年01月20日","49,500","44,565","51,526","43,940","11.07"
"2016年01月19日","44,565","46,108","48,199","44,169","-3.07"
"2016年01月18日","45,976","46,225","48,655","44,655","0.09"
"2016年01月17日","45,933","45,893","48,221","43,269","0.09"
"2016年01月16日","45,893","42,851","51,362","41,760","-3.08"
"2016年01月15日","47,352","50,042","52,388","42,839","-5.38"
"2016年01月14日","50,042","50,431","53,307","49,492","-0.27"
"2016年01月13日","50,175","50,981","55,716","49,657","-1.58"
"2016年01月12日","50,981","52,739","55,605","50,971","-3.33"
"2016年01月11日","52,739","52,145","54,083","50,704","1.14"
"2016年01月10日","52,145","52,789","53,980","50,708","-1.22"
"2016年01月09日","52,789","53,932","55,070","52,747","-2.11"
"2016年01月08日","53,926","53,836","55,553","50,766","-0.78"
"2016年01月07日","54,350","51,228","55,449","50,598","5.69"
"2016年01月06日","51,422","52,249","52,281","50,755","-1.58"
"2016年01月05日","52,249","51,392","52,488","50,929","1.67"
"2016年01月04日","51,392","51,489","53,298","50,530","-0.19"
"2016年01月03日","51,489","51,802","52,713","50,511","-0.61"
"2016年01月02日","51,802","52,048","53,387","51,550","-0.47"
"2016年01月01日","52,048","51,832","53,343","50,288","0.42"
"2015年12月31日","51,832","51,568","53,509","50,295","0.51"
"2015年12月30日","51,568","53,239","54,522","50,500","-3.14"
"2015年12月29日","53,239","50,547","53,964","50,113","5.33"
"2015年12月28日","50,547","50,612","55,295","49,460","-0.13"
